,cell_ids,label,label2,leiden
586,1772063064_C02,pyramidal SS,S1PyrL5,1
587,1772063061_G01,pyramidal SS,S1PyrDL,1
588,1772063068_B04,pyramidal SS,S1PyrL6,1
589,1772063077_C06,pyramidal SS,S1PyrDL,1
590,1772063061_H08,pyramidal SS,S1PyrDL,1
591,1772062128_E06,pyramidal SS,(none),1
592,1772063063_E11,pyramidal SS,S1PyrL6,1
593,1772063070_F01,pyramidal SS,ClauPyr,1
594,1772063078_F03,pyramidal SS,S1PyrL6b,1
595,1772062115_D06,pyramidal SS,S1PyrDL,1
596,1772063062_D12,pyramidal SS,S1PyrL6b,1
597,1772062113_D06,pyramidal SS,S1PyrDL,1
598,1772063062_D06,pyramidal SS,S1PyrDL,1
599,1772062114_F10,pyramidal SS,S1PyrDL,1
600,1772063078_C04,pyramidal SS,S1PyrDL,1
601,1772063068_C12,pyramidal SS,S1PyrL5a,1
602,1772062109_G11,pyramidal SS,S1PyrDL,1
603,1772062115_E09,pyramidal SS,S1PyrL5a,1
604,1772063062_A03,pyramidal SS,S1PyrL6b,1
605,1772062114_G07,pyramidal SS,S1PyrDL,1
606,1772062113_G03,pyramidal SS,S1PyrDL,1
607,1772067063_H06,pyramidal SS,S1PyrL5a,7
608,1772062114_A02,pyramidal SS,S1PyrDL,1
609,1772062109_D07,pyramidal SS,S1PyrDL,1
610,1772062113_E03,pyramidal SS,S1PyrDL,1
611,1772067073_H12,pyramidal SS,S1PyrL6b,7
612,1772062111_H03,pyramidal SS,(none),1
613,1772067073_D11,pyramidal SS,S1PyrL6,7
614,1772063071_D09,pyramidal SS,(none),1
615,1772063071_E09,pyramidal SS,S1PyrDL,1
616,1772062113_D03,pyramidal SS,S1PyrL6,1
617,1772063070_D11,pyramidal SS,S1PyrL6,1
618,1772067074_D06,pyramidal SS,S1PyrL6b,7
619,1772063063_A07,pyramidal SS,S1PyrDL,1
620,1772062111_C10,pyramidal SS,S1PyrL6b,1
621,1772071041_E08,pyramidal SS,S1PyrL6b,7
622,1772063065_D09,pyramidal SS,S1PyrDL,1
623,1772062111_E07,pyramidal SS,S1PyrL6,1
624,1772067070_F11,pyramidal SS,S1PyrDL,7
625,1772063063_H04,pyramidal SS,S1PyrDL,1
626,1772067073_D12,pyramidal SS,S1PyrL6b,7
627,1772071040_G12,pyramidal SS,S1PyrDL,8
628,1772062115_E10,pyramidal SS,S1PyrDL,1
629,1772063068_E12,pyramidal SS,S1PyrL5a,1
630,1772060225_E04,pyramidal SS,S1PyrDL,1
631,1772063068_G01,pyramidal SS,S1PyrDL,1
632,1772063065_B10,pyramidal SS,(none),1
633,1772063065_H05,pyramidal SS,S1PyrDL,1
634,1772060224_F11,pyramidal SS,S1PyrDL,1
635,1772062113_A04,pyramidal SS,S1PyrDL,1
636,1772071040_H08,pyramidal SS,S1PyrDL,7
637,1772063074_C06,pyramidal SS,(none),1
638,1772063065_A08,pyramidal SS,S1PyrL6b,1
639,1772063071_B03,pyramidal SS,(none),1
640,1772067058_A05,pyramidal CA1,SubPyr,2
641,1772063071_E05,pyramidal SS,S1PyrL4,1
642,1772062113_B05,pyramidal SS,(none),1
643,1772063078_E04,pyramidal SS,(none),1
644,1772063068_C02,pyramidal SS,(none),1
645,1772063068_E08,pyramidal SS,S1PyrDL,1
646,1772063068_C05,pyramidal SS,S1PyrDL,1
647,1772063070_D09,pyramidal SS,S1PyrL5a,1
648,1772063077_B04,pyramidal SS,S1PyrL6,1
649,1772062114_B06,pyramidal SS,S1PyrL5a,1
650,1772063065_B05,pyramidal SS,S1PyrL5a,1
651,1772063078_D10,pyramidal SS,S1PyrDL,1
652,1772063078_E06,pyramidal SS,S1PyrL5a,1
653,1772063078_G09,pyramidal SS,S1PyrDL,1
654,1772063070_F09,pyramidal SS,S1PyrL4,1
655,1772063068_B07,pyramidal SS,(none),1
656,1772063068_A07,pyramidal SS,(none),1
657,1772062114_G09,pyramidal SS,S1PyrDL,1
658,1772060224_C05,pyramidal SS,S1PyrDL,1
659,1772063078_C10,pyramidal SS,S1PyrDL,1
660,1772062128_F12,pyramidal SS,(none),1
661,1772060240_F09,pyramidal SS,(none),1
662,1772062128_A11,pyramidal SS,S1PyrDL,1
663,1772060240_E07,pyramidal SS,S1PyrL6,7
664,1772060240_E09,pyramidal SS,S1PyrL4,1
665,1772060240_D04,pyramidal SS,S1PyrDL,1
666,1772063068_D02,pyramidal SS,S1PyrL5a,1
667,1772063063_A02,pyramidal SS,S1PyrL5a,1
668,1772063068_E03,pyramidal SS,S1PyrDL,1
669,1772060240_A02,pyramidal SS,S1PyrDL,1
670,1772060240_C06,pyramidal SS,S1PyrDL,1
671,1772060240_B09,pyramidal SS,S1PyrDL,1
672,1772060240_A05,pyramidal SS,S1PyrDL,1
673,1772060240_G02,pyramidal SS,S1PyrDL,1
674,1772063065_A06,pyramidal SS,S1PyrDL,1
675,1772063077_B02,pyramidal SS,S1PyrDL,1
676,1772063068_E02,pyramidal SS,S1PyrDL,1
677,1772063068_C11,pyramidal SS,S1PyrDL,1
678,1772063068_C06,pyramidal SS,S1PyrDL,1
679,1772063077_A07,pyramidal SS,S1PyrDL,1
680,1772067054_A04,pyramidal CA1,CA1Pyr1,12
681,1772066073_G02,pyramidal CA1,CA1PyrInt,2
682,1772066098_A07,pyramidal CA1,CA1Pyr1,12
683,1772067060_B12,pyramidal CA1,CA1Pyr1,2
684,1772067059_F12,pyramidal CA1,CA1Pyr1,2
685,1772067082_C12,pyramidal CA1,CA1Pyr1,12
686,1772067069_B11,pyramidal SS,(none),7
687,1772067082_F04,pyramidal CA1,CA1Pyr1,12
688,1772066077_H11,pyramidal CA1,CA1PyrInt,22
689,1772071044_H04,pyramidal CA1,CA1PyrInt,2
690,1772067058_F04,pyramidal CA1,CA1Pyr1,2
691,1772066077_D08,pyramidal CA1,CA1Pyr1,9
692,1772066090_A08,pyramidal CA1,CA1PyrInt,9
693,1772067093_F09,pyramidal CA1,CA1Pyr1,12
694,1772066070_B03,pyramidal CA1,CA1PyrInt,9
695,1772071035_C06,pyramidal CA1,CA1Pyr1,21
696,1772071036_C05,pyramidal CA1,CA1Pyr1,2
697,1772067083_D06,pyramidal CA1,CA1Pyr1,12
698,1772066090_F10,pyramidal CA1,CA1PyrInt,9
699,1772066090_F06,pyramidal CA1,CA1PyrInt,9
700,1772071035_G06,pyramidal CA1,CA1Pyr1,2
701,1772071036_E02,pyramidal CA1,CA1PyrInt,10
702,1772067082_E08,pyramidal CA1,CA1Pyr1,2
703,1772066090_C03,pyramidal CA1,CA1Pyr1,9
704,1772066077_G03,pyramidal CA1,CA1Pyr1,9
705,1772067054_D06,pyramidal CA1,CA1Pyr1,12
706,1772067093_F07,pyramidal CA1,CA1Pyr1,12
707,1772067059_A07,pyramidal CA1,CA1Pyr1,9
708,1772067094_F06,pyramidal CA1,CA1Pyr1,12
709,1772066073_G06,pyramidal CA1,CA1PyrInt,21
710,1772071040_C06,pyramidal SS,S1PyrL23,7
711,1772071040_D07,pyramidal SS,S1PyrL6,7
712,1772062116_E12,pyramidal SS,S1PyrL4,7
713,1772066073_D09,pyramidal CA1,CA1PyrInt,21
714,1772067058_F12,pyramidal CA1,CA1Pyr1,2
715,1772066080_B06,pyramidal CA1,CA1Pyr1,9
716,1772066090_G07,pyramidal CA1,CA1Pyr1,9
717,1772066099_A12,pyramidal CA1,CA1Pyr1,9
718,1772067058_H04,pyramidal CA1,CA1Pyr1,2
719,1772067059_G08,pyramidal CA1,CA1PyrInt,2
720,1772067070_D03,pyramidal SS,S1PyrL23,7
721,1772071044_H01,pyramidal CA1,CA1Pyr1,12
722,1772062111_B08,pyramidal SS,S1PyrL23,7
723,1772066099_F07,pyramidal CA1,CA1Pyr1,9
724,1772067076_C05,pyramidal CA1,CA1Pyr1,2
725,1772071040_H11,pyramidal SS,(none),7
726,1772066077_H01,pyramidal CA1,CA1Pyr1,2
727,1772066097_E07,pyramidal CA1,CA1Pyr1,2
728,1772067070_C07,pyramidal SS,S1PyrL23,7
729,1772071017_A02,pyramidal SS,S1PyrL23,7
730,1772062109_C04,pyramidal SS,S1PyrL23,7
731,1772071017_G07,pyramidal SS,S1PyrL23,7
732,1772067074_A09,pyramidal SS,S1PyrL23,7
733,1772071041_C06,pyramidal SS,S1PyrL23,7
734,1772067070_D09,pyramidal SS,(none),7
735,1772067094_B06,pyramidal CA1,CA1Pyr1,12
736,1772067063_C06,pyramidal SS,S1PyrL4,7
737,1772063063_D03,pyramidal SS,S1PyrL23,7
738,1772071041_B09,pyramidal SS,(none),7
739,1772067094_A03,pyramidal CA1,CA1Pyr1,12
740,1772067066_D09,pyramidal SS,S1PyrL4,7
741,1772071017_E11,pyramidal SS,S1PyrL23,7
742,1772071017_B07,pyramidal SS,S1PyrL23,7
743,1772060225_G12,pyramidal SS,S1PyrL23,7
744,1772071041_A09,pyramidal SS,(none),7
745,1772067069_D09,pyramidal SS,S1PyrL23,7
746,1772066107_A06,pyramidal CA1,CA1Pyr1,9
747,1772066090_G08,pyramidal CA1,CA1PyrInt,9
748,1772066076_C06,pyramidal CA1,CA1Pyr1,9
749,1772066102_C12,pyramidal CA1,CA1Pyr1,2
750,1772066070_H06,pyramidal CA1,CA1Pyr1,9
751,1772066090_H06,pyramidal CA1,CA1PyrInt,9
752,1772066076_D09,pyramidal CA1,CA1Pyr1,9
753,1772066080_H01,pyramidal CA1,CA1Pyr1,2
754,1772066080_E04,pyramidal CA1,CA1Pyr1,9
755,1772066076_E02,pyramidal CA1,CA1Pyr1,9
756,1772066099_D09,pyramidal CA1,CA1Pyr1,9
757,1772066080_D06,pyramidal CA1,CA1Pyr1,2
758,1772066070_H11,pyramidal CA1,CA1PyrInt,9
759,1772067076_B12,pyramidal CA1,CA1Pyr1,9
760,1772066080_D10,pyramidal CA1,CA1PyrInt,9
761,1772066099_F03,pyramidal CA1,CA1Pyr1,9
762,1772067076_F06,pyramidal CA1,CA1Pyr1,9
763,1772066108_H03,pyramidal CA1,CA1Pyr1,9
764,1772066077_A05,pyramidal CA1,CA1Pyr1,9
765,1772066076_D05,pyramidal CA1,CA1Pyr1,9
766,1772066076_A05,pyramidal CA1,CA1Pyr1,9
767,1772067059_B09,pyramidal CA1,CA1Pyr1,9
768,1772067076_C12,pyramidal CA1,CA1PyrInt,9
769,1772067060_E11,pyramidal CA1,CA1Pyr1,2
770,1772066070_F03,pyramidal CA1,CA1PyrInt,9
771,1772066102_B10,pyramidal CA1,CA1Pyr1,2
772,1772067054_A07,pyramidal CA1,CA1Pyr1,12
773,1772067096_G07,pyramidal CA1,CA1Pyr1,2
774,1772066090_E03,pyramidal CA1,CA1Pyr1,9
775,1772066108_D11,pyramidal CA1,CA1Pyr1,9
776,1772066070_A08,pyramidal CA1,CA1Pyr1,9
777,1772066076_D07,pyramidal CA1,CA1Pyr1,9
778,1772066097_G06,pyramidal CA1,CA1Pyr2,2
779,1772066090_H03,pyramidal CA1,CA1Pyr1,9
780,1772066090_E06,pyramidal CA1,CA1Pyr1,9
781,1772066102_D10,pyramidal CA1,CA1Pyr1,2
782,1772066070_C01,pyramidal CA1,CA1Pyr1,9
783,1772066090_F01,pyramidal CA1,CA1Pyr1,9
784,1772066070_C11,pyramidal CA1,CA1Pyr1,9
785,1772066077_D05,pyramidal CA1,CA1PyrInt,13
786,1772066070_E05,pyramidal CA1,CA1Pyr1,9
787,1772066070_C04,pyramidal CA1,CA1Pyr1,9
788,1772066100_B12,pyramidal CA1,CA1Pyr1,9
789,1772066097_G07,pyramidal CA1,CA1Pyr1,9
790,1772066070_E08,pyramidal CA1,CA1Pyr1,9
791,1772066077_E06,pyramidal CA1,CA1Pyr1,9
792,1772067096_H05,pyramidal CA1,CA1Pyr1,9
793,1772067082_D09,pyramidal CA1,CA1Pyr1,2
794,1772066074_C01,pyramidal CA1,CA1Pyr1,2
795,1772067096_E02,pyramidal CA1,CA1Pyr1,12
796,1772067096_G04,pyramidal CA1,CA1Pyr1,12
797,1772066102_H06,pyramidal CA1,CA1Pyr1,2
798,1772067094_A04,pyramidal CA1,CA1Pyr1,12
799,1772066080_B10,pyramidal CA1,CA1Pyr2,4
800,1772066090_C11,pyramidal CA1,CA1Pyr1,9
801,1772066077_A04,pyramidal CA1,CA1Pyr1,9
802,1772066077_H08,pyramidal CA1,CA1PyrInt,9
803,1772066070_A04,pyramidal CA1,CA1Pyr1,9
804,1772066090_H07,pyramidal CA1,CA1Pyr1,9
805,1772067082_G01,pyramidal CA1,CA1Pyr1,12
806,1772066073_F08,pyramidal CA1,CA1PyrInt,2
807,1772066090_D11,pyramidal CA1,CA1PyrInt,9
808,1772067076_D08,pyramidal CA1,CA1Pyr2,12
809,1772067082_D01,pyramidal CA1,CA1Pyr1,12
810,1772067083_D02,pyramidal CA1,CA1Pyr1,12
811,1772067082_A11,pyramidal CA1,CA1Pyr1,12
812,1772066107_E06,pyramidal CA1,CA1PyrInt,9
813,1772067094_G06,pyramidal CA1,CA1Pyr1,12
814,1772066077_B01,pyramidal CA1,CA1Pyr1,9
815,1772066074_F03,pyramidal CA1,CA1Pyr1,2
816,1772067093_B04,pyramidal CA1,CA1Pyr1,12
817,1772066070_C06,pyramidal CA1,CA1Pyr1,9
818,1772066070_C05,pyramidal CA1,CA1Pyr1,9
819,1772066070_E12,pyramidal CA1,CA1Pyr1,9
820,1772066070_G05,pyramidal CA1,CA1Pyr1,9
821,1772066070_D08,pyramidal CA1,CA1Pyr1,9
822,1772066090_G10,pyramidal CA1,CA1PyrInt,9
823,1772066090_A01,pyramidal CA1,CA1Pyr1,9
824,1772066070_B07,pyramidal CA1,CA1Pyr1,9
825,1772066090_D07,pyramidal CA1,CA1PyrInt,9
826,1772066100_A08,pyramidal CA1,CA1Pyr1,2
827,1772066107_G05,pyramidal CA1,CA1Pyr1,9
828,1772066070_H12,pyramidal CA1,CA1Pyr1,9
829,1772066077_G12,pyramidal CA1,CA1Pyr1,2
830,1772066070_F02,pyramidal CA1,CA1PyrInt,9
831,1772066077_B12,pyramidal CA1,CA1Pyr1,9
832,1772066089_C03,pyramidal CA1,CA1Pyr1,9
833,1772066077_C10,pyramidal CA1,CA1Pyr1,9
834,1772071044_G04,pyramidal CA1,CA1Pyr1,2
835,1772066090_H05,pyramidal CA1,CA1PyrInt,9
836,1772066090_B01,pyramidal CA1,CA1PyrInt,9
837,1772066090_F07,pyramidal CA1,CA1Pyr1,9
838,1772066108_E08,pyramidal CA1,CA1Pyr1,9
839,1772066107_C10,pyramidal CA1,CA1Pyr1,9
840,1772066070_C09,pyramidal CA1,CA1Pyr1,9
841,1772066077_F04,pyramidal CA1,CA1Pyr1,9
842,1772066090_G09,pyramidal CA1,CA1PyrInt,9
843,1772066090_A11,pyramidal CA1,CA1Pyr1,9
844,1772062116_F11,pyramidal SS,S1PyrL23,8
845,1772066070_G11,pyramidal CA1,CA1Pyr1,9
846,1772066077_G09,pyramidal CA1,CA1Pyr1,9
847,1772066073_E05,pyramidal CA1,CA1Pyr1,2
848,1772067094_C04,pyramidal CA1,CA1Pyr1,12
849,1772066070_B05,pyramidal CA1,CA1Pyr1,9
850,1772066073_G08,pyramidal CA1,CA1Pyr1,2
851,1772066077_C09,pyramidal CA1,CA1Pyr1,9
852,1772066107_A12,pyramidal CA1,CA1PyrInt,9
853,1772066074_F01,pyramidal CA1,CA1Pyr1,9
854,1772067096_D04,pyramidal CA1,CA1Pyr1,12
855,1772066070_C03,pyramidal CA1,CA1Pyr1,9
856,1772066080_D12,pyramidal CA1,CA1Pyr1,9
857,1772067096_F12,pyramidal CA1,CA1Pyr1,12
858,1772066090_E04,pyramidal CA1,CA1PyrInt,10
859,1772067054_C07,pyramidal CA1,CA1Pyr1,12
860,1772066089_A02,pyramidal CA1,CA1Pyr1,9
861,1772066070_H04,pyramidal CA1,CA1Pyr1,9
862,1772066107_E01,pyramidal CA1,CA1Pyr1,9
863,1772067096_C11,pyramidal CA1,CA1Pyr1,12
864,1772066070_F12,pyramidal CA1,CA1Pyr1,9
865,1772066107_B09,pyramidal CA1,CA1Pyr1,9
866,1772066070_E09,pyramidal CA1,CA1Pyr1,9
867,1772066090_C10,pyramidal CA1,CA1Pyr1,9
868,1772066070_H08,pyramidal CA1,CA1Pyr1,9
869,1772066099_C03,pyramidal CA1,CA1Pyr1,9
870,1772066090_E09,pyramidal CA1,CA1Pyr1,9
871,1772066070_F07,pyramidal CA1,CA1Pyr1,9
872,1772066070_D11,pyramidal CA1,CA1Pyr1,9
873,1772066089_D12,pyramidal CA1,CA1Pyr1,9
874,1772066090_C09,pyramidal CA1,CA1Pyr1,9
875,1772067094_D09,pyramidal CA1,CA1Pyr1,12
876,1772067059_A12,pyramidal CA1,CA2Pyr2,2
877,1772067096_A04,pyramidal CA1,CA1Pyr1,12
878,1772067058_G12,pyramidal CA1,CA1Pyr2,2
879,1772067076_D10,pyramidal CA1,CA1Pyr2,2
880,1772066102_G02,pyramidal CA1,CA1Pyr2,2
881,1772071035_A07,pyramidal CA1,CA2Pyr2,2
882,1772071045_F12,pyramidal CA1,CA2Pyr2,2
883,1772066099_D11,pyramidal CA1,CA2Pyr2,2
884,1772071044_G10,pyramidal CA1,CA1Pyr2,2
885,1772067076_A01,pyramidal CA1,CA1Pyr1,12
886,1772071045_F02,pyramidal CA1,CA1Pyr1,2
887,1772071045_G12,pyramidal CA1,CA1Pyr2,4
888,1772067076_A02,pyramidal CA1,CA1Pyr1,2
889,1772067054_D11,pyramidal CA1,CA1Pyr1,12
890,1772071036_D10,pyramidal CA1,CA1Pyr2,4
891,1772067094_H12,pyramidal CA1,CA1Pyr1,12
892,1772067058_F02,pyramidal CA1,CA1Pyr1,2
893,1772067096_D10,pyramidal CA1,CA1Pyr1,2
894,1772066099_A04,pyramidal CA1,CA1Pyr2,9
895,1772067094_F01,pyramidal CA1,CA1Pyr1,12
896,1772066108_H02,pyramidal CA1,CA1Pyr1,2
897,1772067094_G07,pyramidal CA1,CA1Pyr1,12
898,1772071036_F11,pyramidal CA1,CA1Pyr1,2
899,1772067094_H04,pyramidal CA1,CA1Pyr1,12
900,1772067096_C05,pyramidal CA1,CA1Pyr1,12
901,1772067096_C12,pyramidal CA1,CA1Pyr1,12
902,1772067054_D04,pyramidal CA1,CA1Pyr1,12
903,1772067094_H07,pyramidal CA1,CA1Pyr1,12
904,1772067058_G07,pyramidal CA1,CA1Pyr1,12
905,1772067094_H11,pyramidal CA1,CA1Pyr1,12
906,1772067096_H06,pyramidal CA1,CA1Pyr1,12
907,1772067059_E11,pyramidal CA1,CA1Pyr1,2
908,1772067096_E04,pyramidal CA1,CA1Pyr1,12
909,1772071044_E08,pyramidal CA1,CA1Pyr1,2
910,1772067094_F02,pyramidal CA1,CA1Pyr1,12
911,1772071035_D08,pyramidal CA1,CA1Pyr1,12
912,1772071036_H11,pyramidal CA1,CA1Pyr1,2
913,1772067094_A02,pyramidal CA1,CA1Pyr1,12
914,1772067054_G10,pyramidal CA1,CA1Pyr1,12
915,1772067093_H02,pyramidal CA1,CA1Pyr1,12
916,1772066102_A07,pyramidal CA1,CA1Pyr1,2
917,1772067058_E06,pyramidal CA1,SubPyr,2
918,1772067093_A03,pyramidal CA1,CA1Pyr1,12
919,1772067058_G10,pyramidal CA1,CA1Pyr1,2
920,1772071036_H03,pyramidal CA1,CA1Pyr2,2
921,1772067096_B12,pyramidal CA1,CA1Pyr1,12
922,1772067094_A12,pyramidal CA1,CA1Pyr1,12
923,1772067096_A09,pyramidal CA1,CA1Pyr1,12
924,1772067060_E12,pyramidal CA1,CA1Pyr1,2
925,1772067094_C02,pyramidal CA1,CA1Pyr1,12
926,1772066102_D04,pyramidal CA1,CA1Pyr1,2
927,1772067054_B03,pyramidal CA1,CA1Pyr1,12
928,1772067058_B01,pyramidal CA1,CA1Pyr1,2
929,1772067082_G02,pyramidal CA1,CA1Pyr1,12
930,1772067054_E07,pyramidal CA1,CA1Pyr1,12
931,1772066096_D07,pyramidal CA1,CA1Pyr1,2
932,1772066095_C11,pyramidal CA1,CA1Pyr1,2
933,1772067054_H06,pyramidal CA1,CA1Pyr1,12
934,1772066073_E09,pyramidal CA1,CA1PyrInt,2
935,1772071044_A11,pyramidal CA1,CA1Pyr1,2
936,1772067059_H12,pyramidal CA1,CA1Pyr2,2
937,1772067058_E11,pyramidal CA1,CA1Pyr2,2
938,1772067060_C03,pyramidal CA1,CA1Pyr2,2
939,1772066073_H02,pyramidal CA1,CA1Pyr1,2
940,1772071035_H06,pyramidal CA1,CA1Pyr2,2
941,1772066080_C02,pyramidal CA1,CA2Pyr2,2
942,1772071045_B06,pyramidal CA1,CA1Pyr1,2
943,1772066095_E07,pyramidal CA1,CA1Pyr1,2
944,1772071036_F12,pyramidal CA1,CA1Pyr2,2
945,1772071044_A09,pyramidal CA1,CA1Pyr2,2
946,1772067059_D05,pyramidal CA1,CA1Pyr2,2
947,1772067058_A11,pyramidal CA1,CA1Pyr1,2
948,1772071044_E12,pyramidal CA1,CA1Pyr1,2
949,1772067076_D06,pyramidal CA1,CA1Pyr2,2
950,1772066076_H02,pyramidal CA1,CA1Pyr2,2
951,1772066099_A07,pyramidal CA1,CA1Pyr2,4
952,1772066074_B02,pyramidal CA1,CA2Pyr2,4
953,1772071044_A07,pyramidal CA1,CA1Pyr1,2
954,1772066077_B07,pyramidal CA1,CA1Pyr2,2
955,1772066080_H11,pyramidal CA1,CA1Pyr2,4
956,1772066099_B05,pyramidal CA1,CA1Pyr2,2
957,1772071044_F04,pyramidal CA1,CA1Pyr1,2
958,1772071036_B10,pyramidal CA1,CA1Pyr2,2
959,1772066107_G03,pyramidal CA1,CA2Pyr2,4
960,1772066099_G02,pyramidal CA1,CA1Pyr2,2
961,1772067057_D06,pyramidal CA1,CA1Pyr1,2
962,1772066076_H07,pyramidal CA1,CA1Pyr2,2
963,1772071035_A12,pyramidal CA1,CA1Pyr1,2
964,1772071044_B06,pyramidal CA1,CA1Pyr1,2
965,1772071035_C09,pyramidal CA1,CA1Pyr1,2
966,1772071045_A07,pyramidal CA1,CA1Pyr1,2
967,1772067058_F06,pyramidal CA1,CA2Pyr2,2
968,1772066099_D02,pyramidal CA1,CA1Pyr2,2
969,1772071036_E07,pyramidal CA1,CA1Pyr1,2
970,1772066089_C07,pyramidal CA1,CA1Pyr1,9
971,1772071045_F04,pyramidal CA1,CA1Pyr2,2
972,1772071036_C12,pyramidal CA1,CA1Pyr2,2
973,1772066107_B02,pyramidal CA1,CA1Pyr1,2
974,1772071036_A09,pyramidal CA1,CA2Pyr2,2
975,1772066080_F12,pyramidal CA1,CA1Pyr1,2
976,1772071035_H04,pyramidal CA1,CA1Pyr1,2
977,1772071036_G08,pyramidal CA1,CA1Pyr1,2
978,1772067057_G05,pyramidal CA1,CA1Pyr2,2
979,1772071036_A01,pyramidal CA1,CA1Pyr2,4
980,1772071035_F04,pyramidal CA1,CA1Pyr1,2
981,1772071036_C08,pyramidal CA1,CA1Pyr1,2
982,1772067059_G04,pyramidal CA1,CA1Pyr1,2
983,1772066074_C08,pyramidal CA1,CA1Pyr2,2
984,1772066102_B12,pyramidal CA1,CA2Pyr2,2
985,1772066107_A01,pyramidal CA1,CA1Pyr1,2
986,1772071036_D07,pyramidal CA1,CA1Pyr1,2
987,1772067054_A12,pyramidal CA1,CA1Pyr1,2
988,1772066080_F06,pyramidal CA1,CA1Pyr1,2
989,1772071035_C04,pyramidal CA1,CA1Pyr1,2
990,1772066107_H11,pyramidal CA1,CA1Pyr2,2
991,1772067059_D04,pyramidal CA1,CA1Pyr1,2
992,1772066074_E07,pyramidal CA1,CA1Pyr2,2
993,1772066107_E03,pyramidal CA1,CA1Pyr1,9
994,1772066107_E05,pyramidal CA1,CA1Pyr2,2
995,1772066077_A12,pyramidal CA1,CA1Pyr1,2
996,1772067059_G07,pyramidal CA1,CA1Pyr1,2
997,1772071036_D11,pyramidal CA1,CA1Pyr1,2
998,1772067058_B06,pyramidal CA1,CA1Pyr1,2
999,1772067059_C12,pyramidal CA1,CA1Pyr1,9
1000,1772071045_H07,pyramidal CA1,CA1Pyr1,2
1001,1772066107_H04,pyramidal CA1,CA1Pyr2,2
1002,1772067058_C06,pyramidal CA1,CA1Pyr1,2
1003,1772066077_D12,pyramidal CA1,CA1Pyr2,2
1004,1772067096_H02,pyramidal CA1,CA1Pyr1,12
1005,1772066107_F12,pyramidal CA1,CA1Pyr1,2
1006,1772071036_E04,pyramidal CA1,CA1Pyr1,2
1007,1772071044_D11,pyramidal CA1,CA1Pyr1,12
1008,1772066077_G05,pyramidal CA1,CA1Pyr1,9
1009,1772066107_H06,pyramidal CA1,CA1Pyr1,2
1010,1772066077_E05,pyramidal CA1,CA1Pyr1,2
1011,1772067058_E04,pyramidal CA1,CA1Pyr1,2
1012,1772066107_H03,pyramidal CA1,CA1Pyr1,9
1013,1772067057_E06,pyramidal CA1,CA1Pyr1,2
1014,1772066077_E04,pyramidal CA1,CA1Pyr1,9
1015,1772066107_G10,pyramidal CA1,CA1Pyr1,9
1016,1772066077_G04,pyramidal CA1,CA1Pyr1,9
1017,1772066077_D10,pyramidal CA1,CA1Pyr1,9
1018,1772066077_B09,pyramidal CA1,CA1Pyr1,9
1019,1772071036_C06,pyramidal CA1,CA1Pyr1,2
1020,1772066077_F05,pyramidal CA1,CA1Pyr1,9
1021,1772066090_C02,pyramidal CA1,CA1Pyr1,9
1022,1772066077_C11,pyramidal CA1,CA1Pyr1,9
1023,1772066077_A10,pyramidal CA1,CA1Pyr1,2
1024,1772071035_G09,pyramidal CA1,CA1Pyr1,2
1025,1772066107_B04,pyramidal CA1,CA1Pyr1,9
1026,1772066077_D06,pyramidal CA1,CA1Pyr1,9
1027,1772066077_E09,pyramidal CA1,CA1PyrInt,9
1028,1772066077_E11,pyramidal CA1,CA1Pyr1,9
1029,1772066077_C06,pyramidal CA1,CA1Pyr1,9
1030,1772066076_D06,pyramidal CA1,CA2Pyr2,2
1031,1772067094_E04,pyramidal CA1,CA1Pyr1,12
1032,1772067058_C07,pyramidal CA1,CA1Pyr1,2
1033,1772071035_E06,pyramidal CA1,CA1Pyr1,2
1034,1772067060_A01,pyramidal CA1,CA1Pyr1,2
1035,1772067083_B04,pyramidal CA1,CA1Pyr1,2
1036,1772066077_C01,pyramidal CA1,CA1Pyr1,9
1037,1772067057_C11,pyramidal CA1,CA1Pyr1,2
1038,1772066103_E06,pyramidal CA1,CA1Pyr1,2
1039,1772066107_D02,pyramidal CA1,CA1Pyr1,9
1040,1772066107_E04,pyramidal CA1,CA1Pyr1,2
1041,1772071045_A04,pyramidal CA1,CA1Pyr1,2
1042,1772067058_H06,pyramidal CA1,CA1Pyr1,2
1043,1772067059_H04,pyramidal CA1,CA1Pyr1,2
1044,1772071036_H04,pyramidal CA1,CA1Pyr1,2
1045,1772066090_B09,pyramidal CA1,CA1Pyr1,9
1046,1772066077_C04,pyramidal CA1,CA1Pyr1,9
1047,1772071035_D03,pyramidal CA1,CA1Pyr1,2
1048,1772066077_D07,pyramidal CA1,CA1Pyr1,9
1049,1772066107_A02,pyramidal CA1,CA1Pyr1,9
1050,1772067060_G04,pyramidal CA1,CA1Pyr1,2
1051,1772071036_G04,pyramidal CA1,CA1Pyr1,2
1052,1772071036_C10,pyramidal CA1,CA1Pyr1,2
1053,1772066096_E11,pyramidal CA1,CA1Pyr1,2
1054,1772071036_B06,pyramidal CA1,CA1Pyr1,2
1055,1772071036_B04,pyramidal CA1,CA1Pyr1,2
1056,1772066107_A03,pyramidal CA1,CA1Pyr1,9
1057,1772071036_C11,pyramidal CA1,CA1Pyr1,2
1058,1772071044_H06,pyramidal CA1,CA1Pyr1,2
1059,1772067059_D09,pyramidal CA1,CA1Pyr1,2
